Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold
2017-12-14,2017-08-10,INV-27866,3,2,4,328,11
2017-12-14,2017-10-15,INV-27867,3,1,4,329,14
2017-12-14,2017-06-21,INV-27868,3,1,4,329,29
2017-12-14,2017-08-08,INV-27869,1,2,4,282,11
2017-12-14,2017-11-05,INV-27870,3,1,4,227,2
2017-12-14,2017-08-08,INV-27871,1,1,4,228,2
2017-12-14,2017-08-09,INV-27872,3,2,4,226,2
2017-12-14,2017-11-25,INV-27873,1,1,4,263,2
2017-12-14,2017-11-11,INV-27874,1,2,4,250,2
2017-12-14,2017-07-16,INV-27875,1,2,4,201,25
2017-12-14,2017-08-31,INV-27876,3,1,4,205,26
2017-12-14,2017-07-10,INV-27877,3,1,4,205,28
2017-12-14,2017-09-12,INV-27878,1,2,4,204,13
2017-12-14,2017-06-29,INV-27879,1,2,4,204,19
2017-12-14,2017-06-20,INV-27880,1,2,4,204,11
2017-12-14,2017-09-30,INV-27881,3,1,4,202,23
2017-12-14,2017-12-06,INV-27882,3,1,4,202,18
2017-12-14,2017-11-21,INV-27883,1,1,4,303,2
2017-12-14,2017-09-21,INV-27884,1,1,4,222,3
2017-12-14,2017-12-04,INV-27885,3,2,6,330,25
2017-12-14,2017-11-22,INV-27886,3,2,6,330,3
2017-12-14,2017-09-30,INV-27887,3,1,6,330,8
2017-12-14,2017-11-27,INV-27888,3,1,6,326,20
2017-12-14,2017-07-19,INV-27889,3,2,6,317,27
2017-12-14,2017-07-25,INV-27890,1,1,6,322,20
2017-12-14,2017-11-12,INV-27891,3,2,6,328,25
2017-12-14,2017-10-28,INV-27892,1,1,6,329,16
2017-12-14,2017-10-04,INV-27893,1,1,6,327,20
2017-12-14,2017-10-06,INV-27894,3,2,6,212,21
2017-12-14,2017-07-04,INV-27895,1,1,6,214,23
2017-12-14,2017-07-11,INV-27896,1,1,6,244,2
2017-12-14,2017-11-13,INV-27897,1,1,6,248,2
2017-12-14,2017-08-02,INV-27898,1,2,6,259,2
2017-12-14,2017-12-08,INV-27899,3,2,6,204,6
2017-12-14,2017-11-01,INV-27900,3,2,6,204,31
2017-12-14,2017-08-26,INV-27901,3,2,6,204,27
2017-12-14,2017-08-02,INV-27902,3,2,6,204,16
2017-12-14,2017-06-26,INV-27903,4,2,7,330,7
2017-12-14,2017-07-06,INV-27904,4,2,7,330,13
2017-12-14,2017-10-21,INV-27905,4,1,7,330,2
2017-12-14,2017-09-13,INV-27906,4,1,7,330,21
2017-12-14,2017-07-06,INV-27907,3,2,7,330,11
2017-12-14,2017-06-24,INV-27908,3,2,7,330,20
2017-12-14,2017-08-23,INV-27909,1,1,7,330,15
2017-12-14,2017-09-17,INV-27910,1,1,7,330,10
2017-12-14,2017-06-30,INV-27911,4,2,7,326,25
2017-12-14,2017-08-24,INV-27912,1,1,7,326,10
2017-12-14,2017-09-21,INV-27913,1,1,7,326,16
2017-12-14,2017-07-04,INV-27914,4,2,7,328,8
2017-12-14,2017-09-09,INV-27915,4,1,7,327,25
2017-12-14,2017-11-12,INV-27916,1,1,7,329,3
2017-12-14,2017-10-25,INV-27917,3,2,7,328,30
2017-12-14,2017-11-12,INV-27918,1,1,7,212,2
2017-12-14,2017-09-24,INV-27919,4,2,7,228,2
2017-12-14,2017-10-01,INV-27920,1,2,7,226,2
2017-12-14,2017-10-04,INV-27921,1,1,7,232,2
2017-12-14,2017-11-11,INV-27922,1,1,7,227,2
2017-12-14,2017-09-21,INV-27923,1,1,7,313,2
2017-12-14,2017-06-28,INV-27924,1,2,7,201,3
2017-12-14,2017-09-05,INV-27925,3,2,7,296,2
2017-12-14,2017-11-10,INV-27926,1,1,8,325,11
2017-12-14,2017-10-22,INV-27927,1,1,8,325,24
2017-12-14,2017-12-06,INV-27928,1,1,8,326,25
2017-12-14,2017-11-26,INV-27929,3,2,8,328,13
2017-12-14,2017-07-19,INV-27930,3,1,8,328,24
2017-12-14,2017-11-03,INV-27931,1,1,8,214,12
2017-12-14,2017-10-03,INV-27932,1,1,8,227,2
2017-12-14,2017-10-13,INV-27933,1,1,8,247,2
2017-12-14,2017-11-03,INV-27934,3,2,8,249,2
2017-12-14,2017-07-20,INV-27935,1,1,8,253,2
2017-12-14,2017-06-26,INV-27936,3,2,8,324,27
2017-12-14,2017-08-30,INV-27937,3,1,8,211,12
2017-12-14,2017-11-02,INV-27938,3,1,8,211,24
2017-12-14,2017-10-14,INV-27939,3,2,8,204,16
2017-12-14,2017-10-31,INV-27940,3,2,8,204,11
2017-12-14,2017-10-09,INV-27941,4,2,8,203,27
2017-12-14,2017-09-16,INV-27942,4,2,8,203,6
2017-12-14,2017-11-22,INV-27943,1,1,8,203,17
2017-12-14,2017-08-29,INV-27944,3,1,8,287,2
2017-12-14,2017-09-29,INV-27945,4,2,8,298,2
2017-12-14,2017-09-06,INV-27946,1,2,9,223,2
2017-12-14,2017-06-21,INV-27947,1,2,9,330,18
2017-12-14,2017-09-04,INV-27948,1,2,9,330,26
2017-12-14,2017-11-28,INV-27949,4,2,9,326,27
2017-12-14,2017-07-15,INV-27950,1,1,9,322,29
2017-12-14,2017-07-26,INV-27951,1,1,9,320,14
2017-12-14,2017-11-11,INV-27952,1,1,9,327,10
2017-12-14,2017-07-19,INV-27953,1,2,9,327,21
2017-12-14,2017-08-22,INV-27954,4,1,9,328,16
2017-12-14,2017-10-02,INV-27955,1,1,9,328,4
2017-12-14,2017-11-04,INV-27956,1,1,9,282,25
2017-12-14,2017-11-16,INV-27957,4,1,9,217,30
2017-12-14,2017-07-02,INV-27958,1,2,9,229,2
2017-12-14,2017-07-20,INV-27959,1,1,9,267,2
2017-12-14,2017-09-06,INV-27960,1,2,9,246,2
2017-12-14,2017-06-28,INV-27961,1,1,9,268,2
2017-12-14,2017-10-16,INV-27962,1,1,9,204,16
2017-12-14,2017-08-10,INV-27963,1,1,9,204,21
2017-12-14,2017-10-08,INV-27964,1,1,9,204,11
2017-12-14,2017-08-24,INV-27965,4,1,9,203,8
2017-12-14,2017-07-07,INV-27966,4,1,9,203,26
2017-12-14,2017-11-15,INV-27967,1,2,9,301,2
2017-12-14,2017-09-16,INV-27968,4,2,9,302,2
2017-12-14,2017-10-15,INV-27969,1,2,10,330,17
2017-12-14,2017-08-27,INV-27970,4,2,10,330,28
2017-12-14,2017-07-15,INV-27971,4,2,10,330,6
2017-12-14,2017-07-31,INV-27972,1,2,10,325,2
2017-12-14,2017-08-23,INV-27973,1,2,10,325,7
2017-12-14,2017-07-21,INV-27974,1,2,10,326,26
2017-12-14,2017-07-30,INV-27975,4,2,10,329,14
2017-12-14,2017-09-27,INV-27976,3,2,10,216,15
2017-12-14,2017-08-20,INV-27977,3,2,10,249,2
2017-12-14,2017-10-18,INV-27978,1,2,10,249,2
2017-12-14,2017-07-17,INV-27979,4,2,10,261,2
2017-12-14,2017-11-08,INV-27980,4,1,10,204,19
2017-12-14,2017-08-26,INV-27981,4,1,10,204,20
2017-12-15,2017-09-30,INV-27982,1,2,1,278,6
2017-12-15,2017-07-07,INV-27983,1,2,1,330,7
2017-12-15,2017-09-03,INV-27984,1,1,1,321,7
2017-12-15,2017-10-05,INV-27985,1,1,1,321,2
2017-12-15,2017-07-27,INV-27986,1,1,1,321,23
2017-12-15,2017-09-14,INV-27987,3,2,1,330,5
2017-12-15,2017-07-13,INV-27988,3,2,1,330,11
2017-12-15,2017-06-18,INV-27989,1,2,1,330,30
2017-12-15,2017-10-04,INV-27990,1,2,1,330,9
2017-12-15,2017-10-22,INV-27991,1,1,1,325,11
2017-12-15,2017-11-12,INV-27992,1,1,1,325,3
2017-12-15,2017-11-03,INV-27993,1,1,1,326,29
2017-12-15,2017-09-13,INV-27994,1,2,1,326,9
2017-12-15,2017-09-06,INV-27995,1,1,1,317,18
2017-12-15,2017-10-10,INV-27996,1,2,1,317,12
2017-12-15,2017-09-05,INV-27997,1,1,1,322,10
2017-12-15,2017-10-13,INV-27998,1,1,1,322,9
2017-12-15,2017-07-15,INV-27999,3,2,1,322,28
2017-12-15,2017-07-17,INV-28000,3,2,1,328,17
2017-12-15,2017-06-25,INV-28001,3,2,1,327,6
2017-12-15,2017-09-03,INV-28002,3,2,1,327,19
2017-12-15,2017-08-18,INV-28003,4,1,1,327,23
2017-12-15,2017-12-03,INV-28004,1,1,1,327,31
2017-12-15,2017-09-06,INV-28005,4,1,1,214,17
2017-12-15,2017-10-30,INV-28006,1,1,1,214,20
2017-12-15,2017-11-01,INV-28007,3,2,1,226,2
2017-12-15,2017-11-11,INV-28008,4,1,1,228,2
2017-12-15,2017-09-20,INV-28009,3,2,1,231,2
2017-12-15,2017-11-02,INV-28010,1,1,1,232,2
2017-12-15,2017-10-01,INV-28011,1,1,1,228,2
2017-12-15,2017-06-24,INV-28012,3,2,1,248,2
2017-12-15,2017-07-21,INV-28013,1,2,1,258,2
2017-12-15,2017-11-16,INV-28014,4,1,1,246,2
2017-12-15,2017-06-26,INV-28015,1,1,1,244,2
2017-12-15,2017-09-02,INV-28016,1,1,1,201,17
2017-12-15,2017-07-14,INV-28017,1,1,1,201,24
2017-12-15,2017-12-03,INV-28018,4,1,1,202,8
2017-12-15,2017-06-23,INV-28019,4,1,1,202,30
2017-12-15,2017-09-04,INV-28020,3,2,1,202,23
2017-12-15,2017-10-20,INV-28021,3,2,1,202,8
2017-12-15,2017-07-19,INV-28022,3,2,1,207,17
2017-12-15,2017-09-22,INV-28023,4,1,1,201,5
2017-12-15,2017-08-30,INV-28024,4,1,1,201,31
2017-12-15,2017-08-25,INV-28025,1,2,4,278,8
2017-12-15,2017-08-06,INV-28026,3,2,4,330,10
2017-12-15,2017-07-29,INV-28027,3,2,4,330,11
2017-12-15,2017-09-04,INV-28028,1,1,4,326,3
2017-12-15,2017-09-18,INV-28029,1,2,4,317,13
2017-12-15,2017-06-30,INV-28030,3,2,4,322,24
2017-12-15,2017-09-18,INV-28031,3,1,4,318,20
2017-12-15,2017-07-26,INV-28032,1,1,4,328,9
2017-12-15,2017-08-13,INV-28033,3,1,4,328,27
2017-12-15,2017-07-29,INV-28034,1,1,4,217,19
2017-12-15,2017-08-31,INV-28035,1,2,4,217,5
2017-12-15,2017-10-24,INV-28036,4,2,4,229,2
2017-12-15,2017-07-05,INV-28037,3,1,4,237,2
2017-12-15,2017-08-20,INV-28038,3,2,4,273,2
2017-12-15,2017-11-29,INV-28039,1,2,4,261,2
2017-12-15,2017-11-30,INV-28040,1,2,4,246,2
2017-12-15,2017-06-23,INV-28041,3,1,4,250,2
2017-12-15,2017-10-27,INV-28042,1,1,4,280,15
2017-12-15,2017-08-17,INV-28043,3,2,4,324,29
2017-12-15,2017-07-13,INV-28044,1,2,4,206,30
2017-12-15,2017-06-26,INV-28045,1,2,4,206,16
2017-12-15,2017-10-22,INV-28046,1,2,4,206,10
2017-12-15,2017-09-03,INV-28047,1,2,4,206,23
2017-12-15,2017-06-28,INV-28048,1,2,4,206,31
2017-12-15,2017-09-01,INV-28049,3,2,4,204,9
2017-12-15,2017-12-05,INV-28050,3,2,4,204,28
2017-12-15,2017-07-13,INV-28051,3,1,4,205,11
2017-12-15,2017-08-29,INV-28052,1,1,4,201,28
2017-12-15,2017-12-02,INV-28053,1,2,4,209,22
2017-12-15,2017-07-21,INV-28054,1,2,4,209,7
2017-12-15,2017-11-11,INV-28055,1,1,4,201,22
2017-12-15,2017-07-23,INV-28056,1,1,4,209,16
2017-12-15,2017-08-16,INV-28057,1,1,4,209,11
2017-12-15,2017-07-04,INV-28058,3,2,4,201,2
2017-12-15,2017-11-23,INV-28059,4,2,4,211,28
2017-12-15,2017-07-05,INV-28060,1,1,4,222,31
2017-12-15,2017-07-30,INV-28061,1,1,6,330,3
2017-12-15,2017-07-17,INV-28062,1,1,6,330,19
2017-12-15,2017-08-30,INV-28063,3,1,6,317,8
2017-12-15,2017-07-26,INV-28064,4,1,6,327,8
2017-12-15,2017-09-01,INV-28065,4,2,6,201,24
2017-12-15,2017-09-04,INV-28066,4,2,6,201,18
2017-12-15,2017-09-16,INV-28067,4,2,6,201,27
2017-12-15,2017-11-04,INV-28068,1,1,6,211,15
2017-12-15,2017-11-11,INV-28069,1,1,6,202,3
2017-12-15,2017-12-03,INV-28070,1,1,6,202,11
2017-12-15,2017-08-22,INV-28071,4,1,6,204,10
2017-12-15,2017-10-23,INV-28072,3,1,6,201,22
2017-12-15,2017-09-21,INV-28073,3,1,6,201,13
2017-12-15,2017-11-19,INV-28074,3,1,6,201,12
2017-12-15,2017-07-10,INV-28075,4,2,6,298,2
2017-12-15,2017-09-03,INV-28076,1,1,7,325,18
2017-12-15,2017-11-30,INV-28077,4,2,7,326,17
2017-12-15,2017-09-02,INV-28078,4,2,7,322,2
2017-12-15,2017-08-23,INV-28079,1,1,7,329,22
2017-12-15,2017-07-29,INV-28080,3,1,7,328,8
2017-12-15,2017-08-29,INV-28081,4,1,7,328,28
2017-12-15,2017-09-07,INV-28082,1,1,7,217,3
2017-12-15,2017-10-31,INV-28083,1,2,7,212,8
2017-12-15,2017-11-18,INV-28084,3,1,7,219,27
2017-12-15,2017-07-18,INV-28085,3,1,7,271,2
2017-12-15,2017-06-24,INV-28086,3,1,7,262,2
2017-12-15,2017-09-29,INV-28087,4,1,7,253,2
2017-12-15,2017-08-25,INV-28088,1,1,7,269,2
2017-12-15,2017-08-26,INV-28089,1,2,7,281,10
2017-12-15,2017-07-31,INV-28090,1,1,7,207,7
2017-12-15,2017-11-22,INV-28091,1,1,7,207,12
2017-12-15,2017-11-29,INV-28092,3,1,7,201,10
2017-12-15,2017-07-27,INV-28093,3,1,7,201,16
2017-12-15,2017-07-19,INV-28094,4,2,7,201,28
2017-12-15,2017-07-16,INV-28095,3,2,7,208,26
2017-12-15,2017-10-27,INV-28096,4,2,7,206,2
2017-12-15,2017-11-12,INV-28097,1,1,7,208,28
2017-12-15,2017-10-21,INV-28098,1,1,7,284,2
2017-12-15,2017-11-04,INV-28099,4,2,7,221,19
2017-12-15,2017-11-09,INV-28100,1,1,8,330,19
2017-12-15,2017-09-12,INV-28101,1,1,8,330,4
2017-12-15,2017-08-17,INV-28102,4,2,8,325,30
2017-12-15,2017-09-11,INV-28103,3,1,8,330,14
2017-12-15,2017-09-13,INV-28104,3,1,8,330,12
2017-12-15,2017-08-19,INV-28105,3,2,8,326,12
2017-12-15,2017-07-14,INV-28106,4,1,8,317,10
2017-12-15,2017-09-07,INV-28107,3,1,8,318,6
2017-12-15,2017-10-19,INV-28108,1,2,8,328,10
2017-12-15,2017-08-26,INV-28109,3,2,8,329,8
2017-12-15,2017-07-05,INV-28110,1,1,8,327,13
2017-12-15,2017-09-27,INV-28111,1,1,8,229,2
2017-12-15,2017-10-31,INV-28112,3,2,8,249,2
2017-12-15,2017-10-19,INV-28113,3,1,8,265,2
2017-12-15,2017-10-28,INV-28114,4,1,8,323,8
2017-12-15,2017-10-24,INV-28115,4,1,8,203,31
2017-12-15,2017-10-15,INV-28116,4,1,8,203,23
2017-12-15,2017-11-08,INV-28117,3,2,8,211,29
2017-12-15,2017-07-29,INV-28118,3,2,8,211,31
2017-12-15,2017-10-12,INV-28119,3,2,8,206,13
2017-12-15,2017-07-30,INV-28120,3,2,8,206,23
2017-12-15,2017-11-03,INV-28121,1,1,8,206,30
2017-12-15,2017-07-11,INV-28122,1,2,8,203,10
2017-12-15,2017-11-16,INV-28123,1,2,8,203,4
2017-12-15,2017-07-29,INV-28124,1,2,8,206,19
2017-12-15,2017-08-27,INV-28125,4,1,8,283,2
2017-12-15,2017-11-04,INV-28126,3,2,9,325,26
2017-12-15,2017-11-18,INV-28127,2,1,9,317,20
2017-12-15,2017-07-19,INV-28128,3,1,9,322,28
2017-12-15,2017-08-02,INV-28129,3,1,9,327,26
2017-12-15,2017-07-16,INV-28130,1,2,9,328,12
2017-12-15,2017-07-01,INV-28131,3,2,9,218,29
2017-12-15,2017-10-01,INV-28132,4,1,9,226,2
2017-12-15,2017-07-10,INV-28133,3,2,9,244,2
2017-12-15,2017-12-02,INV-28134,2,1,9,250,2
2017-12-15,2017-09-14,INV-28135,4,1,9,257,2
2017-12-15,2017-07-18,INV-28136,4,1,9,313,2
2017-12-15,2017-08-06,INV-28137,1,2,9,267,2
2017-12-15,2017-06-27,INV-28138,1,2,9,205,12
2017-12-15,2017-08-28,INV-28139,1,2,9,205,7
2017-12-15,2017-08-26,INV-28140,4,1,9,201,24
2017-12-15,2017-06-25,INV-28141,4,1,9,201,28
2017-12-15,2017-08-09,INV-28142,3,1,9,202,24
2017-12-15,2017-09-22,INV-28143,3,1,9,202,21
2017-12-15,2017-11-22,INV-28144,3,1,9,202,21
2017-12-15,2017-06-29,INV-28145,3,1,9,202,4
2017-12-15,2017-07-16,INV-28146,2,1,9,204,22
2017-12-15,2017-08-07,INV-28147,2,1,9,204,18
2017-12-15,2017-09-29,INV-28148,2,1,9,204,2
2017-12-15,2017-10-15,INV-28149,1,1,9,206,13
2017-12-15,2017-09-24,INV-28150,1,1,9,206,5
2017-12-15,2017-06-28,INV-28151,4,1,9,201,25
2017-12-15,2017-09-28,INV-28152,3,1,9,206,12
2017-12-15,2017-10-03,INV-28153,3,1,9,206,13
2017-12-15,2017-10-07,INV-28154,1,2,9,293,2
2017-12-15,2017-10-31,INV-28155,3,2,10,330,23
2017-12-15,2017-07-30,INV-28156,3,2,10,330,19
2017-12-15,2017-09-10,INV-28157,3,1,10,330,9
2017-12-15,2017-06-23,INV-28158,1,1,10,317,14
2017-12-15,2017-11-28,INV-28159,3,1,10,327,14
2017-12-15,2017-09-24,INV-28160,1,2,10,329,11
2017-12-15,2017-11-24,INV-28161,3,1,10,328,7
2017-12-15,2017-06-30,INV-28162,3,2,10,217,29
2017-12-15,2017-09-27,INV-28163,3,1,10,217,5
2017-12-15,2017-09-12,INV-28164,3,1,10,226,2
2017-12-15,2017-11-15,INV-28165,3,2,10,228,2
2017-12-15,2017-07-14,INV-28166,1,2,10,274,2
2017-12-15,2017-07-18,INV-28167,4,2,10,257,2
2017-12-15,2017-06-29,INV-28168,1,1,10,203,2
2017-12-15,2017-12-06,INV-28169,1,1,10,203,18
2017-12-15,2017-06-22,INV-28170,1,1,10,203,30
2017-12-15,2017-10-14,INV-28171,1,1,10,207,16
2017-12-15,2017-06-18,INV-28172,1,1,10,207,4
2017-12-15,2017-11-04,INV-28173,1,1,10,207,19
2017-12-15,2017-07-05,INV-28174,3,1,10,202,29
2017-12-15,2017-11-21,INV-28175,3,1,10,202,28
2017-12-16,2017-07-23,INV-28176,1,1,1,321,20
2017-12-16,2017-11-11,INV-28177,1,1,1,321,23
2017-12-16,2017-10-03,INV-28178,3,2,1,328,13
2017-12-16,2017-08-21,INV-28179,3,2,1,327,31
2017-12-16,2017-08-08,INV-28180,3,1,1,327,19
2017-12-16,2017-09-14,INV-28181,1,1,1,328,2
2017-12-16,2017-09-23,INV-28182,1,2,1,327,19
2017-12-16,2017-10-02,INV-28183,1,1,1,213,23
2017-12-16,2017-07-03,INV-28184,3,1,1,219,22
2017-12-16,2017-09-29,INV-28185,3,1,1,247,2
2017-12-16,2017-10-31,INV-28186,3,1,1,273,2
2017-12-16,2017-09-19,INV-28187,3,2,1,204,19
2017-12-16,2017-09-02,INV-28188,3,2,1,204,2
2017-12-16,2017-10-19,INV-28189,3,1,1,204,17
2017-12-16,2017-09-04,INV-28190,1,2,1,201,20
2017-12-16,2017-06-24,INV-28191,1,2,1,201,16
2017-12-16,2017-10-01,INV-28192,1,2,1,210,18
2017-12-16,2017-09-04,INV-28193,1,2,1,210,24
2017-12-16,2017-12-11,INV-28194,1,2,1,210,2
2017-12-16,2017-09-16,INV-28195,1,1,1,204,30
2017-12-16,2017-08-11,INV-28196,3,1,1,201,13
2017-12-16,2017-08-25,INV-28197,3,1,1,201,3
2017-12-16,2017-08-04,INV-28198,3,1,1,286,2
2017-12-16,2017-08-12,INV-28199,3,2,1,299,2
2017-12-16,2017-09-13,INV-28200,1,2,4,325,11
2017-12-16,2017-07-05,INV-28201,1,1,4,322,22
2017-12-16,2017-07-01,INV-28202,1,1,4,322,22
2017-12-16,2017-07-10,INV-28203,4,2,4,319,31
2017-12-16,2017-11-04,INV-28204,4,2,4,327,18
2017-12-16,2017-11-17,INV-28205,3,2,4,329,7
2017-12-16,2017-09-07,INV-28206,1,1,4,231,2
2017-12-16,2017-11-29,INV-28207,4,2,4,247,2
2017-12-16,2017-08-14,INV-28208,3,2,4,313,2
2017-12-16,2017-06-21,INV-28209,3,1,4,201,23
2017-12-16,2017-11-02,INV-28210,1,2,4,201,24
2017-12-16,2017-08-08,INV-28211,1,2,4,201,25
2017-12-16,2017-09-27,INV-28212,1,2,4,201,13
2017-12-16,2017-07-08,INV-28213,1,1,4,204,2
2017-12-16,2017-07-01,INV-28214,4,1,4,203,12
2017-12-16,2017-11-02,INV-28215,4,1,4,203,3
2017-12-16,2017-10-04,INV-28216,4,1,4,203,12
2017-12-16,2017-09-18,INV-28217,4,2,4,201,4
2017-12-16,2017-11-27,INV-28218,4,2,4,201,9
2017-12-16,2017-07-26,INV-28219,4,2,4,201,13
2017-12-16,2017-11-18,INV-28220,4,2,4,201,17
2017-12-16,2017-10-24,INV-28221,3,2,6,330,6
2017-12-16,2017-12-01,INV-28222,1,1,6,330,3
2017-12-16,2017-08-23,INV-28223,1,1,6,330,20
2017-12-16,2017-09-28,INV-28224,1,2,6,330,10
2017-12-16,2017-07-30,INV-28225,1,1,6,326,25
2017-12-16,2017-08-21,INV-28226,1,1,6,326,17
2017-12-16,2017-06-29,INV-28227,3,1,6,326,11
2017-12-16,2017-07-28,INV-28228,3,2,6,317,30
2017-12-16,2017-10-31,INV-28229,1,1,6,322,8
2017-12-16,2017-11-25,INV-28230,1,1,6,322,15
2017-12-16,2017-12-02,INV-28231,1,1,6,322,3
2017-12-16,2017-07-17,INV-28232,1,2,6,322,11
2017-12-16,2017-09-17,INV-28233,3,1,6,327,2
2017-12-16,2017-10-19,INV-28234,3,1,6,328,5
2017-12-16,2017-09-22,INV-28235,1,1,6,329,26
2017-12-16,2017-10-30,INV-28236,1,1,6,329,16
2017-12-16,2017-09-21,INV-28237,1,1,6,212,6
2017-12-16,2017-07-16,INV-28238,1,1,6,218,25
2017-12-16,2017-09-27,INV-28239,3,1,6,214,12
2017-12-16,2017-11-09,INV-28240,1,1,6,235,2
2017-12-16,2017-12-09,INV-28241,3,1,6,250,2
2017-12-16,2017-12-07,INV-28242,1,1,6,250,2
2017-12-16,2017-07-17,INV-28243,1,1,6,281,22
2017-12-16,2017-07-16,INV-28244,3,1,6,281,23
2017-12-16,2017-09-14,INV-28245,3,2,6,201,2
2017-12-16,2017-11-10,INV-28246,3,2,6,201,2
2017-12-16,2017-11-26,INV-28247,3,2,6,201,9
2017-12-16,2017-06-28,INV-28248,1,1,6,204,31
2017-12-16,2017-09-10,INV-28249,1,1,6,204,17
2017-12-16,2017-10-03,INV-28250,3,1,6,201,27
2017-12-16,2017-11-12,INV-28251,3,1,6,201,3
2017-12-16,2017-09-27,INV-28252,3,1,6,302,2
2017-12-16,2017-11-13,INV-28253,1,1,6,221,29
2017-12-16,2017-11-24,INV-28254,3,2,7,330,15
2017-12-16,2017-09-10,INV-28255,3,1,7,322,29
2017-12-16,2017-07-17,INV-28256,4,2,7,322,31
2017-12-16,2017-09-30,INV-28257,1,2,7,329,15
2017-12-16,2017-07-16,INV-28258,3,1,7,329,15
2017-12-16,2017-07-01,INV-28259,1,1,7,327,2
2017-12-16,2017-08-30,INV-28260,1,2,7,212,30
2017-12-16,2017-11-20,INV-28261,3,1,7,232,2
2017-12-16,2017-10-22,INV-28262,3,1,7,305,2
2017-12-16,2017-06-29,INV-28263,1,1,7,203,29
2017-12-16,2017-09-30,INV-28264,3,1,7,201,2
2017-12-16,2017-07-13,INV-28265,3,1,7,201,29
2017-12-16,2017-11-02,INV-28266,3,1,7,201,8
2017-12-16,2017-11-07,INV-28267,1,1,7,211,23
2017-12-16,2017-10-05,INV-28268,1,1,7,211,30
2017-12-16,2017-09-21,INV-28269,1,1,7,211,10
2017-12-16,2017-10-22,INV-28270,1,2,7,202,2
2017-12-16,2017-10-06,INV-28271,4,2,7,206,22
2017-12-16,2017-11-01,INV-28272,4,2,7,206,22
2017-12-16,2017-10-08,INV-28273,4,2,7,206,8
2017-12-16,2017-11-24,INV-28274,1,1,7,201,27
2017-12-16,2017-07-11,INV-28275,3,2,7,293,2
2017-12-16,2017-11-09,INV-28276,1,1,8,322,14
2017-12-16,2017-06-27,INV-28277,1,1,8,328,6
2017-12-16,2017-10-19,INV-28278,1,1,8,228,2
2017-12-16,2017-06-26,INV-28279,1,2,8,238,2
2017-12-16,2017-09-26,INV-28280,1,2,8,201,8
2017-12-16,2017-10-03,INV-28281,1,2,8,201,31
2017-12-16,2017-07-26,INV-28282,1,2,8,220,7
2017-12-16,2017-07-10,INV-28283,3,2,9,330,10
2017-12-16,2017-08-03,INV-28284,4,1,9,322,27
2017-12-16,2017-10-17,INV-28285,4,1,9,329,2
2017-12-16,2017-09-22,INV-28286,4,1,9,328,15
2017-12-16,2017-11-12,INV-28287,3,1,9,216,29
2017-12-16,2017-07-25,INV-28288,3,2,9,218,25
2017-12-16,2017-06-25,INV-28289,1,2,9,213,30
2017-12-16,2017-12-06,INV-28290,4,1,9,308,2
2017-12-16,2017-09-27,INV-28291,1,2,9,250,2
2017-12-16,2017-07-24,INV-28292,3,2,9,246,2
2017-12-16,2017-10-07,INV-28293,4,1,9,246,2
2017-12-16,2017-12-06,INV-28294,3,1,9,246,2
2017-12-16,2017-10-25,INV-28295,4,1,9,281,24
2017-12-16,2017-08-28,INV-28296,4,1,9,323,10
2017-12-16,2017-08-13,INV-28297,1,1,9,301,2
2017-12-16,2017-08-29,INV-28298,4,1,9,222,2
2017-12-16,2017-07-02,INV-28299,1,2,10,317,31
2017-12-16,2017-09-08,INV-28300,1,1,10,329,3
2017-12-16,2017-10-25,INV-28301,1,2,10,226,2
2017-12-16,2017-08-23,INV-28302,1,1,10,207,18
2017-12-16,2017-10-14,INV-28303,3,2,10,203,12
2017-12-16,2017-10-25,INV-28304,3,2,10,203,30
2017-12-16,2017-10-31,INV-28305,3,2,10,300,2
2017-12-17,2017-08-30,INV-28306,1,1,1,223,8
2017-12-17,2017-08-24,INV-28307,4,2,1,321,12
2017-12-17,2017-11-02,INV-28308,3,2,1,330,31
2017-12-17,2017-11-21,INV-28309,3,2,1,330,28
2017-12-17,2017-07-06,INV-28310,3,1,1,325,17
2017-12-17,2017-11-17,INV-28311,4,1,1,326,21
2017-12-17,2017-09-21,INV-28312,1,2,1,326,25
2017-12-17,2017-08-04,INV-28313,1,1,1,326,20
2017-12-17,2017-07-26,INV-28314,3,2,1,317,20
2017-12-17,2017-09-12,INV-28315,1,2,1,322,30
2017-12-17,2017-08-23,INV-28316,4,1,1,322,2
2017-12-17,2017-08-16,INV-28317,4,1,1,319,23
2017-12-17,2017-11-24,INV-28318,3,1,1,327,23
2017-12-17,2017-08-31,INV-28319,1,2,1,328,18
2017-12-17,2017-11-13,INV-28320,4,2,1,282,15
2017-12-17,2017-11-30,INV-28321,4,1,1,214,8
2017-12-17,2017-06-26,INV-28322,1,1,1,213,13
2017-12-17,2017-12-01,INV-28323,4,1,1,216,17
2017-12-17,2017-09-22,INV-28324,1,2,1,213,7
2017-12-17,2017-10-20,INV-28325,3,1,1,219,4
2017-12-17,2017-10-27,INV-28326,4,2,1,214,21
2017-12-17,2017-10-07,INV-28327,1,2,1,228,2
2017-12-17,2017-08-06,INV-28328,3,1,1,227,2
2017-12-17,2017-11-23,INV-28329,1,2,1,274,2
